prim_lang_desc,acct_sts_cd,acct_sts_desc,acct_create_dt,acct_frst_actv_dt,acct_lst_discnt_dt,acct_lst_rcnt_dt,dtv_frst_actv_dt,dtv_actv_ind,blng_pmt_mthd_desc,blng_type_desc,rc1_acct_ind,dtv_lst_discnt_dt,dtv_lst_rcnt_dt,dtv_base_pkg_prd_cd,dtv_prev_bal_amt,dtv_lst_bl_bal_due_amt,dtv_lst_bl_pmt_mthd_cd,dtv_lst_bl_pmt_mthd_desc,contrct_type_cd,lst_cntrct_expr_dt,lst_cntrct_dur_in_mnth,cmbnd_bl_ind
English,A,Active,9/4/2006,1/15/2011,1/1/1900,1/1/1900,9/4/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,242.62,242.62,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/18/2006,1/18/2006,1/1/1900,1/1/1900,1/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,52.99,52.99,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,2/14/2006,2/15/2006,1/1/1900,1/1/1900,2/14/2006,Y,Pinless Debit,PAPER STMT,Y,1/1/1900,1/1/1900,88834014,165.56,165.56,P,Pinless Debit,?,1/1/1900,0,?
English,A,Active,4/19/2006,4/21/2006,1/1/1900,1/1/1900,4/19/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,169.89,172.46,6,Direct Pay,B,10/25/2020,24,?
English,A,Active,11/14/2006,12/5/2006,1/1/1900,1/1/1900,11/14/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,31.49,31.49,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/23/2006,1/24/2006,1/1/1900,1/1/1900,1/23/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,97.99,97.99,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/1/2006,12/11/2006,1/1/1900,1/1/1900,12/1/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,135.34,1.6,2,Credit Card Payment,B,8/11/2019,31,?
English,A,Active,5/18/2006,5/27/2006,1/1/1900,1/1/1900,5/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,90.99,90.99,8,Cash Payment,B,10/13/2019,24,?
English,A,Active,4/26/2006,4/29/2006,1/1/1900,1/1/1900,4/29/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,55.16,55.16,8,Cash Payment,B,3/14/2021,24,?
Spanish,A,Active,10/15/2006,10/19/2006,1/1/1900,1/1/1900,10/15/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834834,115.08,114.41,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/1/2006,6/13/2006,1/1/1900,1/1/1900,6/1/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,186.97,186.97,6,Direct Pay,B,12/13/2020,24,?
English,A,Active,12/4/2006,12/7/2006,1/1/1900,1/1/1900,12/4/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,81.36,162.72,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/2/2006,11/7/2006,1/1/1900,1/1/1900,11/2/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,235.48,207.47,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/13/2006,3/14/2006,1/1/1900,1/1/1900,3/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,149.89,149.91,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/30/2006,12/5/2006,1/1/1900,1/1/1900,11/30/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,38.4,38.4,2,Credit Card Payment,B,5/10/2020,24,?
English,A,Active,7/22/2006,8/8/2006,1/1/1900,1/1/1900,7/22/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,338.7,169.35,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,12/17/2006,12/19/2006,1/1/1900,1/1/1900,12/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88835334,71.66,71.66,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/25/2006,4/28/2006,1/1/1900,1/1/1900,4/25/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,210.46,210.46,E,True Credit Card,B,9/3/2021,24,?
English,A,Active,1/14/2006,1/14/2006,1/1/1900,1/1/1900,1/14/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88833984,68.55,69.33,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,5/30/2006,6/14/2006,1/1/1900,1/1/1900,5/30/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,151.44,184.77,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,3/16/2006,3/19/2006,1/1/1900,1/1/1900,3/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,72,92.26,8,Cash Payment,B,10/17/2019,12,?
English,A,Active,3/23/2006,3/26/2006,1/1/1900,1/1/1900,3/26/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,117.9,119.31,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/24/2006,11/15/2006,1/1/1900,1/1/1900,11/15/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,125.87,125.87,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/14/2006,8/29/2006,1/1/1900,1/1/1900,8/14/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,163.9,159.65,8,Cash Payment,B,4/25/2021,24,?
English,A,Active,6/29/2006,7/5/2006,1/1/1900,1/1/1900,6/29/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,89.06,184.11,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/9/2006,4/11/2006,1/1/1900,1/1/1900,4/9/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,82.37,82.37,8,Cash Payment,B,10/22/2018,24,?
English,A,Active,1/11/2001,1/11/2001,1/1/1900,1/1/1900,10/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,43.8,-43.8,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/12/2006,1/19/2006,1/1/1900,1/1/1900,1/12/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,102.97,102.97,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/19/2006,11/23/2006,1/1/1900,1/1/1900,11/19/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,182.77,176.78,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,5/4/2006,5/8/2006,1/1/1900,1/1/1900,5/8/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,45.13,45.13,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/11/2006,8/18/2006,1/1/1900,1/1/1900,8/11/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,191.62,191.62,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,9/12/2006,9/16/2006,1/1/1900,1/1/1900,9/12/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834844,198.68,124.32,8,Cash Payment,B,7/8/2020,24,?
English,A,Active,3/20/2006,3/25/2006,1/1/1900,1/1/1900,3/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,151.36,151.36,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/25/2000,1/25/2001,1/1/1900,1/1/1900,8/2/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,154.37,184.47,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/6/2006,10/14/2006,1/1/1900,1/1/1900,10/6/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,247.53,247.53,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,3/10/2006,3/16/2006,1/1/1900,1/1/1900,3/10/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,131.54,170.13,8,Cash Payment,B,1/10/2020,24,?
English,A,Active,3/21/2006,3/23/2006,1/1/1900,1/1/1900,3/21/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,89.66,89.32,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/3/2006,6/11/2006,1/1/1900,1/1/1900,6/3/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,142.56,142.56,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,11/30/2006,12/7/2006,1/1/1900,1/1/1900,11/30/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,-49.6,-53.33,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/21/2006,1/15/2008,1/1/1900,1/1/1900,4/21/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,123.99,123.99,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,8/16/2006,8/17/2006,1/1/1900,1/1/1900,8/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,117.01,239.94,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/6/2006,4/8/2006,1/1/1900,1/1/1900,4/6/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,340.81,366.58,6,Direct Pay,B,7/2/2019,3,?
English,A,Active,4/8/2006,4/19/2006,1/1/1900,1/1/1900,4/8/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,160.1,160.1,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/17/2006,4/26/2006,1/1/1900,1/1/1900,4/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,135.3,135.3,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/20/2006,12/27/2006,1/1/1900,1/1/1900,12/20/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,101.23,96.98,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/22/2006,7/3/2006,1/1/1900,1/1/1900,6/22/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834024,140.78,169.03,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,3/7/2006,3/18/2006,1/1/1900,1/1/1900,3/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834834,88.96,88.96,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/5/2006,3/18/2006,1/1/1900,1/1/1900,3/5/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88833984,76.24,76.24,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/22/2006,6/27/2006,1/1/1900,1/1/1900,6/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,71.22,142.44,8,Cash Payment,B,10/14/2018,24,?
English,A,Active,11/1/2006,11/9/2006,1/1/1900,1/1/1900,11/1/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,211.1,211.1,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/23/2006,5/25/2006,1/1/1900,1/1/1900,3/23/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,41.32,41.32,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,11/4/2006,11/28/2006,1/1/1900,1/1/1900,11/28/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,135.11,124.51,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/5/2006,9/11/2006,1/1/1900,1/1/1900,9/5/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,103.36,103.36,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/28/2006,3/10/2006,1/1/1900,1/1/1900,2/28/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,156.49,156.49,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,9/29/2006,8/24/2013,1/1/1900,1/1/1900,9/29/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,199.73,150.46,8,Cash Payment,B,6/3/2019,29,?
English,A,Active,12/18/2006,12/24/2006,1/1/1900,1/1/1900,12/18/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,142.32,142.32,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,5/8/2006,5/9/2006,1/1/1900,1/1/1900,5/8/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,164.1,164.1,8,Cash Payment,B,6/22/2020,24,?
English,A,Active,8/20/2006,6/22/2010,1/1/1900,1/1/1900,8/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,175.71,97.39,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/22/2006,2/25/2006,1/1/1900,1/1/1900,2/22/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,149.52,149.52,2,Credit Card Payment,B,11/2/2018,24,?
English,A,Active,10/19/2006,10/21/2006,1/1/1900,1/1/1900,10/19/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834844,115.7,115.7,8,Cash Payment,B,6/11/2020,24,?
English,A,Active,12/5/2006,12/19/2006,1/1/1900,1/1/1900,12/5/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834054,184.92,184.92,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,7/31/2006,8/7/2006,1/1/1900,1/1/1900,7/31/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,278.06,263.13,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/15/2006,12/17/2006,1/1/1900,1/1/1900,12/15/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,49.63,49.63,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/6/2006,12/18/2006,1/1/1900,1/1/1900,12/6/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,112.39,112.39,8,Cash Payment,B,2/25/2019,24,?
English,A,Active,4/4/2006,4/22/2006,1/1/1900,1/1/1900,4/4/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,123.38,123.38,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/21/2006,12/28/2006,1/1/1900,1/1/1900,12/21/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,112.38,117.18,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,2/28/2006,7/5/2013,1/1/1900,1/1/1900,2/28/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,100.99,100.99,8,Cash Payment,B,4/17/2019,25,?
English,A,Active,3/25/2006,4/8/2006,1/1/1900,1/1/1900,3/25/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88833984,81.51,81.51,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/6/2006,4/8/2006,1/1/1900,1/1/1900,4/6/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,156.12,156.12,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,3/25/2006,3/27/2006,1/1/1900,1/1/1900,3/25/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,148.75,148.75,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/10/2006,8/15/2006,1/1/1900,1/1/1900,8/10/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,182.3,182.3,8,Cash Payment,B,11/22/2020,24,?
English,A,Active,12/5/2006,12/12/2006,1/1/1900,1/1/1900,12/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,65.89,61.08,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/19/2006,11/24/2006,1/1/1900,1/1/1900,11/19/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,171.02,171.02,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/23/2006,6/24/2006,1/1/1900,1/1/1900,6/24/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,100.69,100.69,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/9/2006,1/10/2006,1/1/1900,1/1/1900,1/9/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,128.24,186.49,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/14/2006,8/17/2006,1/1/1900,1/1/1900,8/14/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,83.23,83.23,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,2/6/2006,2/18/2006,1/1/1900,1/1/1900,2/6/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834844,144.29,229.11,6,Direct Pay,B,2/7/2019,27,?
English,A,Active,7/19/2006,7/22/2006,1/1/1900,1/1/1900,7/22/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,126.63,126.63,E,True Credit Card,B,6/21/2020,24,?
English,A,Active,5/8/2006,5/10/2006,1/1/1900,1/1/1900,5/8/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,81.99,81.99,2,Credit Card Payment,B,10/5/2018,24,?
English,A,Active,11/29/2004,12/22/2004,1/1/1900,1/1/1900,12/29/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834054,168.99,173.24,8,Cash Payment,B,12/7/2018,24,?
English,A,Active,12/11/2006,12/16/2006,1/1/1900,1/1/1900,12/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,77,26.21,8,Cash Payment,B,9/7/2019,24,?
English,A,Active,8/28/2006,8/29/2006,1/1/1900,1/1/1900,8/28/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,162.68,162.68,8,Cash Payment,B,4/27/2019,12,?
English,A,Active,11/8/2006,11/16/2006,1/1/1900,1/1/1900,11/8/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834054,218.11,212.12,6,Direct Pay,B,5/31/2020,23,?
English,A,Active,10/20/2006,11/8/2006,1/1/1900,1/1/1900,11/8/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,121.87,121.87,6,Direct Pay,B,6/26/2019,1,?
English,A,Active,12/7/2006,12/21/2006,1/1/1900,1/1/1900,12/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,122.34,122.34,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/11/2006,9/17/2006,1/1/1900,1/1/1900,9/11/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,231.39,231.39,E,True Credit Card,B,1/13/2019,24,?
English,A,Active,6/19/2006,4/8/2012,1/1/1900,1/1/1900,6/19/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,216.14,191.54,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,10/19/2006,10/20/2006,1/1/1900,1/1/1900,10/19/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88849874,203.83,6.6,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/18/2006,3/14/2006,1/1/1900,1/1/1900,2/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,172.15,172.15,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/15/2006,1/24/2007,1/1/1900,1/1/1900,12/15/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,164.55,164.55,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,4/12/2006,4/29/2006,1/1/1900,1/1/1900,4/12/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,80.56,46.77,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/26/2006,12/27/2006,1/1/1900,1/1/1900,12/26/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,89.83,101.1,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,6/22/2006,6/30/2006,1/1/1900,1/1/1900,6/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,177.5,225.05,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,10/23/2001,1/15/2006,1/1/1900,1/1/1900,1/15/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834834,79.98,164.21,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/4/2006,7/21/2006,1/1/1900,1/1/1900,6/4/2006,Y,Pinless Debit,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,235.49,241.81,P,Pinless Debit,?,1/1/1900,0,?
English,A,Active,8/14/2006,8/25/2006,1/1/1900,1/1/1900,8/14/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,136.4,136.4,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/31/2006,2/15/2006,1/1/1900,1/1/1900,1/31/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834024,169.62,173.93,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,12/7/2006,12/16/2006,1/1/1900,1/1/1900,12/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,77.87,77.87,8,Cash Payment,B,11/7/2019,24,?
English,A,Active,12/15/2006,12/15/2006,1/1/1900,1/1/1900,12/15/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,217.21,217.21,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,9/7/2006,9/11/2006,1/1/1900,1/1/1900,9/7/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,80.55,80.55,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,6/17/2006,6/20/2006,1/1/1900,1/1/1900,6/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,32.09,32.09,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/16/2006,3/8/2006,1/1/1900,1/1/1900,3/8/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,143.64,139.39,8,Cash Payment,B,3/24/2021,24,?
English,A,Active,11/30/2006,12/8/2006,1/1/1900,1/1/1900,11/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834054,158.94,158.94,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/11/2006,11/24/2006,1/1/1900,1/1/1900,11/24/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,89337264,143.6,143.6,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,2/16/2006,2/23/2006,1/1/1900,1/1/1900,2/23/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,188.07,188.07,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,10/16/2006,10/17/2006,1/1/1900,1/1/1900,10/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,84.01,84.01,8,Cash Payment,B,3/17/2019,28,?
English,A,Active,2/24/1997,6/26/2005,1/1/1900,1/1/1900,1/24/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,99.49,99.49,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,8/21/2006,8/21/2006,1/1/1900,1/1/1900,8/21/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,207.42,207.42,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,2/9/2006,2/16/2006,1/1/1900,1/1/1900,2/9/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,220.47,220.47,E,True Credit Card,?,1/1/1900,0,?
Spanish,A,Active,1/9/2006,1/10/2006,1/1/1900,1/1/1900,1/9/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834824,96.2,96.2,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,7/6/2006,7/7/2006,1/1/1900,1/1/1900,7/7/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,108.11,108.11,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,5/11/2006,5/22/2006,1/1/1900,1/1/1900,5/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,133.89,133.89,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,4/27/2006,4/29/2006,1/1/1900,1/1/1900,4/27/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834824,54.53,54.53,2,Credit Card Payment,B,5/17/2021,24,?
English,A,Active,1/13/2006,1/21/2006,1/1/1900,1/1/1900,1/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,142.88,142.88,8,Cash Payment,B,5/18/2019,24,?
English,A,Active,11/22/2006,11/30/2006,1/1/1900,1/1/1900,11/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,111.86,111.86,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/1/2006,6/6/2006,1/1/1900,1/1/1900,6/1/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,445.43,429.43,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/22/2006,2/25/2006,1/1/1900,1/1/1900,2/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,188.85,313.1,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/6/2006,11/14/2006,1/1/1900,1/1/1900,11/6/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,132.36,132.36,6,Direct Pay,B,9/1/2018,24,?
English,A,Active,12/19/2006,12/21/2006,1/1/1900,1/1/1900,12/21/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,135.52,275.29,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/29/2006,1/13/2007,1/1/1900,1/1/1900,12/29/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,86.74,106.93,8,Cash Payment,B,3/3/2020,24,?
English,A,Active,8/25/2006,8/26/2006,1/1/1900,1/1/1900,8/25/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,112.48,482.93,8,Cash Payment,B,8/14/2021,24,?
English,A,Active,11/24/2006,11/30/2006,1/1/1900,1/1/1900,11/30/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,199.36,205.36,2,Credit Card Payment,?,1/1/1900,0,?
